Timestamp,Close,Open,High,Low,Volume
2018-06-13,476.17,494.60,501.64,450.67,1560000
2018-06-14,519.49,476.17,525.21,461.62,1700000
2018-06-15,487.88,519.49,520.73,483.99,1250000
2018-06-16,496.93,487.88,502.47,484.89,749090
2018-06-17,496.43,496.95,507.19,494.73,604790
2018-06-18,517.91,496.47,523.95,489.16,842050
2018-06-19,538.22,517.91,547.50,514.88,985960
2018-06-20,536.31,538.22,541.08,517.42,873140
2018-06-21,526.01,536.31,544.71,522.47,774030
2018-06-22,462.57,525.97,526.26,450.72,1740000
2018-06-23,474.14,462.58,482.42,456.46,1220000
2018-06-24,454.81,474.14,475.74,419.56,2640000
2018-06-25,458.76,454.81,472.54,437.08,4410000
2018-06-26,430.33,458.76,459.96,429.87,5310000
2018-06-27,442.16,430.32,445.38,423.01,2020000
2018-06-28,421.27,442.16,443.32,418.62,1660000
2018-06-29,435.37,421.23,441.29,406.12,1780000
2018-06-30,452.67,434.92,457.49,433.46,1820000
2018-07-01,452.57,452.72,456.02,445.06,1670000
2018-07-02,475.70,452.57,479.94,442.29,1910000
2018-07-03,461.89,475.73,483.93,460.63,1720000
2018-07-04,467.52,461.90,480.69,453.94,1280000
2018-07-05,468.47,467.58,478.59,459.68,1740000
2018-07-06,469.90,468.47,474.58,455.05,1750000
2018-07-07,485.40,469.91,486.18,464.29,1620000
2018-07-08,486.45,485.40,494.03,482.24,2160000
2018-07-09,471.52,486.41,488.10,469.93,1200000
2018-07-10,432.67,471.77,473.36,429.39,1620000
2018-07-11,445.99,432.67,447.62,425.60,1050000
2018-07-12,430.84,445.96,446.27,418.71,1550000
2018-07-13,432.85,430.86,442.02,425.77,1240000
2018-07-14,434.09,432.88,439.94,429.89,932650
2018-07-15,450.81,434.09,455.68,432.59,916020
2018-07-16,479.79,450.87,480.84,446.14,1420000
2018-07-17,499.87,479.68,511.54,467.33,1700000
2018-07-18,480.00,499.86,515.20,470.91,1520000
2018-07-19,469.47,480.00,484.00,463.94,1210000
2018-07-20,449.38,469.48,469.74,441.74,1520000
2018-07-21,461.52,449.44,468.95,443.04,972660
2018-07-22,459.02,461.51,472.88,456.35,918810
2018-07-23,450.56,459.02,470.37,448.14,1320000
2018-07-24,479.88,450.58,484.30,449.44,1590000
2018-07-25,472.03,479.78,484.97,464.75,1380000
2018-07-26,462.75,472.03,484.59,460.61,1110000
2018-07-27,470.23,462.79,473.58,457.36,1170000
2018-07-28,468.78,470.24,471.47,461.55,1070000
2018-07-29,466.41,468.89,471.78,462.04,1040000
2018-07-30,456.64,466.41,468.60,447.06,1380000
2018-07-31,431.50,456.65,457.33,427.81,1520000
2018-08-01,420.30,431.88,434.43,407.96,1640000
2018-08-02,411.00,420.33,424.51,408.21,1320000
2018-08-03,417.58,411.00,419.74,398.10,1430000
2018-08-04,407.09,417.58,419.70,402.52,1140000
2018-08-05,408.85,407.11,412.51,401.22,1020000
2018-08-06,405.40,408.81,413.40,401.66,1020000
2018-08-07,378.25,405.38,410.57,370.06,1630000
2018-08-08,355.44,378.29,380.15,348.98,2050000
2018-08-09,363.34,355.48,369.74,351.07,1420000
2018-08-10,331.81,363.33,365.36,326.67,1740000
2018-08-11,317.59,331.78,332.52,305.19,2160000
2018-08-12,318.18,317.63,327.51,314.71,1520000
2018-08-13,284.01,318.20,321.22,281.17,2330000
2018-08-14,278.19,284.00,284.00,250.84,5960000
2018-08-15,281.12,278.30,303.85,277.91,5170000
2018-08-16,286.76,281.12,298.19,278.60,4080000
2018-08-17,316.90,286.76,316.90,285.78,4750000
2018-08-18,293.89,316.91,320.81,282.76,4310000
2018-08-19,299.33,293.90,306.30,289.50,3540000
2018-08-20,271.08,299.33,303.74,270.17,3880000
2018-08-21,280.90,271.90,282.77,270.26,2970000
2018-08-22,269.84,280.90,298.20,266.40,5030000
2018-08-23,276.12,269.84,279.19,268.94,3940000
2018-08-24,281.29,276.12,282.71,270.91,4900000
2018-08-25,277.61,281.29,282.74,276.53,4050000
2018-08-26,274.46,277.61,281.34,269.75,4140000
2018-08-27,286.57,274.46,286.57,271.90,4890000
2018-08-28,295.62,286.57,297.86,282.57,4710000
2018-08-29,288.42,295.61,297.11,284.45,4840000
2018-08-30,283.97,288.41,290.91,272.85,4990000
2018-08-31,281.94,283.97,284.85,277.13,4660000
2018-09-01,295.31,281.94,301.92,281.76,4530000
2018-09-02,295.05,295.32,299.38,289.45,5850000
2018-09-03,288.92,295.05,296.76,285.95,5350000
2018-09-04,285.17,288.98,292.60,283.40,5020000
2018-09-05,228.77,285.17,288.01,227.76,6210000
2018-09-06,229.60,228.76,232.66,212.90,5810000
2018-09-07,215.60,229.58,234.49,214.84,4510000
2018-09-08,196.79,215.51,220.85,191.16,4470000
2018-09-09,195.80,196.69,208.23,187.26,5470000
2018-09-10,197.04,195.81,203.64,187.35,4380000
2018-09-11,185.07,197.05,200.42,177.29,5150000
2018-09-12,182.98,185.07,186.57,169.08,5830000
2018-09-13,211.00,183.11,214.57,183.11,7460000
2018-09-14,209.98,210.98,224.60,203.16,7710000
2018-09-15,221.94,209.88,259.37,209.06,5530000
2018-09-16,220.20,221.94,223.14,208.61,4640000
2018-09-17,196.24,220.20,224.48,192.87,7490000
2018-09-18,209.03,196.17,213.93,195.24,5320000
2018-09-19,209.74,209.02,214.91,199.19,5680000
2018-09-20,224.42,209.74,225.48,207.78,4470000
2018-09-21,247.92,224.43,250.74,222.05,6760000
2018-09-22,240.82,247.92,254.36,233.46,5160000
2018-09-23,244.67,240.82,249.02,238.14,4030000
2018-09-24,228.01,244.67,246.87,225.73,4540000
2018-09-25,219.04,228.02,228.59,204.84,5780000
2018-09-26,214.35,219.14,222.41,208.91,6370000
2018-09-27,229.15,214.46,232.60,211.31,7370000
2018-09-28,221.77,229.18,234.14,215.39,7340000
2018-09-29,231.87,221.95,237.45,215.15,8900000
2018-09-30,232.80,231.90,238.64,227.01,8740000
2018-10-01,231.77,232.80,235.95,225.33,8310000
2018-10-02,225.84,231.77,232.97,223.75,8170000
2018-10-03,220.51,225.84,227.15,216.44,8470000
2018-10-04,222.57,220.48,227.14,219.75,7830000
2018-10-05,228.34,222.33,231.88,220.00,7630000
2018-10-06,225.18,228.34,228.69,223.01,8200000
2018-10-07,226.11,225.19,227.44,222.00,1470000
2018-10-08,229.84,226.11,231.66,224.79,1300000
2018-10-09,228.25,229.83,232.66,226.81,945430
2018-10-10,226.30,228.28,231.32,224.74,1070000
2018-10-11,190.89,226.33,226.36,188.65,3500000
2018-10-12,196.70,190.89,202.90,190.89,1690000
2018-10-13,201.22,196.67,206.13,196.41,976300
2018-10-14,197.08,201.22,207.53,195.51,12890000
2018-10-15,214.26,197.09,235.83,195.40,41350000
2018-10-16,215.06,214.27,218.71,211.37,20240000
2018-10-17,213.46,215.06,216.60,210.10,16840000
2018-10-18,206.58,213.16,215.23,203.95,16210000
2018-10-19,204.97,206.60,208.74,204.02,26320000
2018-10-20,208.04,205.12,209.37,203.65,12480000
2018-10-21,207.37,207.76,211.65,207.04,14650000
2018-10-22,206.77,207.38,209.39,205.50,27130000
2018-10-23,205.68,207.03,207.95,202.99,19710000
2018-10-24,205.12,205.68,207.86,205.00,18180000
2018-10-25,204.11,205.12,206.12,202.99,15680000
2018-10-26,204.58,204.08,208.94,203.19,13990000
2018-10-27,204.36,204.78,206.22,203.06,9760000
2018-10-28,204.99,204.36,205.52,203.05,9110000
2018-10-29,197.05,204.84,205.79,195.03,17760000
2018-10-30,197.39,196.83,198.96,195.28,22410000
2018-10-31,198.59,197.27,201.89,193.00,19690000
2018-11-01,198.17,198.59,199.79,197.84,12550000
2018-11-02,202.66,198.17,203.75,198.13,7260000
2018-11-03,200.23,202.67,203.16,199.63,8620000
2018-11-04,211.86,200.27,218.35,199.38,54200000
2018-11-05,210.67,211.86,212.42,207.82,77470000
2018-11-06,220.22,210.67,221.32,209.15,33870000
2018-11-07,218.80,220.22,224.64,217.16,15960000
2018-11-08,212.87,218.80,220.53,212.79,23560000
2018-11-09,211.39,212.87,215.26,209.23,3470000
2018-11-10,213.21,211.39,215.47,210.61,10440000
2018-11-11,213.18,213.19,214.22,209.51,48660000
2018-11-12,212.79,213.10,214.95,211.54,17810000
2018-11-13,210.44,212.79,213.88,209.40,27770000
2018-11-14,187.46,210.44,210.59,177.34,45720000
2018-11-15,184.10,187.51,189.79,171.99,69510000
2018-11-16,177.01,184.10,184.88,175.29,43390000
2018-11-17,176.53,176.99,177.93,174.94,44190000
2018-11-18,178.65,176.53,182.07,176.06,1590000
2018-11-19,150.12,178.76,178.93,146.86,5230000
2018-11-20,132.92,150.27,153.55,127.30,7690000
2018-11-21,137.72,132.90,140.86,126.84,5120000
2018-11-22,126.12,137.75,139.74,125.93,2920000
2018-11-23,124.64,126.17,128.08,119.76,4470000
2018-11-24,114.43,124.63,129.34,111.79,3810000
2018-11-25,118.04,114.42,121.10,102.80,6740000
2018-11-26,110.08,118.03,120.56,106.44,5090000
2018-11-27,111.18,110.08,113.67,102.84,5420000
2018-11-28,122.74,111.19,126.60,111.19,5410000
2018-11-29,117.85,122.75,123.77,114.81,4000000
2018-11-30,113.77,117.86,119.80,111.73,4270000
2018-12-01,118.23,113.76,120.45,111.62,2870000
2018-12-02,116.41,118.23,120.71,116.08,2100000
2018-12-03,108.66,116.40,127.08,106.79,2660000
2018-12-04,110.09,108.66,113.16,106.13,2480000
2018-12-05,102.33,110.14,110.70,102.24,3040000
2018-12-06,90.86,102.36,104.42,90.57,5060000
2018-12-07,93.27,90.85,96.99,77.65,7730000
2018-12-08,90.57,93.28,97.98,84.75,5680000
2018-12-09,93.62,90.56,98.76,88.82,4880000
2018-12-10,90.17,93.62,95.30,88.68,4150000
2018-12-11,88.32,90.18,91.94,86.25,4380000
2018-12-12,89.62,87.72,91.33,87.19,3460000
2018-12-13,86.31,89.62,90.72,84.83,3940000
2018-12-14,83.81,86.31,87.00,82.28,3840000
2018-12-15,83.90,83.81,85.07,81.97,3040000
2018-12-16,84.72,83.90,87.62,83.89,3610000
2018-12-17,94.37,84.72,96.99,84.61,5370000
2018-12-18,100.66,94.37,101.33,91.96,4660000
2018-12-19,99.37,100.68,107.89,98.57,5580000
2018-12-20,114.61,99.36,116.35,98.63,6340000
2018-12-21,108.18,114.60,118.67,105.59,5180000
2018-12-22,115.84,108.18,115.87,105.97,3300000
2018-12-23,129.60,115.85,132.46,115.79,6660000
2018-12-24,139.23,129.60,158.27,129.48,9390000
2018-12-25,128.39,139.06,139.74,122.14,7040000
2018-12-26,130.06,128.39,136.13,123.39,5110000
2018-12-27,114.56,130.06,131.51,112.59,4830000
2018-12-28,136.61,114.57,137.22,113.14,5940000
2018-12-29,133.67,136.59,146.02,130.71,5920000
2018-12-30,138.45,133.64,139.76,129.51,4350000
2018-12-31,131.90,138.45,138.72,129.61,3230000
2019-01-01,139.61,131.90,140.51,130.67,3050000
2019-01-02,152.95,139.58,155.93,138.74,5510000
2019-01-03,146.94,152.96,154.30,144.39,4020000
2019-01-04,152.86,146.94,155.40,145.29,4920000
2019-01-05,153.49,152.87,159.78,152.84,4850000
2019-01-06,154.96,153.48,158.29,148.63,4230000
2019-01-07,149.96,154.96,156.36,148.47,2880000
2019-01-08,148.41,149.96,152.21,146.29,3040000
2019-01-09,148.79,148.41,152.57,147.95,2340000
2019-01-10,125.63,148.78,150.09,121.98,6480000
2019-01-11,125.15,125.61,127.83,121.28,3770000
2019-01-12,123.75,125.15,126.15,122.73,2210000
2019-01-13,114.64,123.75,124.09,112.79,2980000
2019-01-14,127.53,114.65,130.30,114.62,3860000
2019-01-15,119.62,127.55,129.60,116.90,4310000
2019-01-16,121.72,119.59,126.50,119.10,3830000
2019-01-17,122.03,121.71,123.03,117.51,3610000
2019-01-18,119.34,122.02,122.19,118.27,2590000
2019-01-19,123.02,119.34,125.37,119.34,3360000
2019-01-20,117.52,123.00,123.52,116.25,3930000
2019-01-21,116.05,117.52,118.04,114.15,4800000
2019-01-22,118.23,116.05,119.47,112.36,5110000
2019-01-23,116.84,118.23,119.01,115.52,4350000
2019-01-24,116.71,116.84,117.32,114.93,4380000
2019-01-25,115.50,116.70,117.41,115.03,4750000
2019-01-26,115.83,115.50,117.63,115.37,3480000
2019-01-27,112.50,115.83,116.24,112.03,4650000
2019-01-28,105.82,112.50,113.14,101.60,7450000
2019-01-29,104.79,105.82,107.32,102.89,5410000
2019-01-30,108.52,104.76,109.67,103.82,5950000
2019-01-31,106.71,108.51,110.56,105.86,5110000
2019-02-01,106.98,106.74,108.54,104.41,4980000
2019-02-02,110.68,106.99,111.16,106.29,4230000
2019-02-03,107.62,110.67,111.25,106.36,5010000
2019-02-04,107.90,107.63,109.24,106.95,5020000
2019-02-05,107.37,107.91,108.32,106.60,4670000
2019-02-06,104.63,107.37,107.67,102.28,6150000
2019-02-07,104.55,104.63,106.12,104.29,5050000
2019-02-08,119.23,104.55,122.58,103.89,9190000
2019-02-09,119.44,119.27,121.09,117.96,5210000
2019-02-10,124.92,119.44,125.46,116.42,6320000
2019-02-11,121.30,124.94,125.05,119.55,6130000
2019-02-12,122.64,121.32,123.99,119.28,5740000
2019-02-13,122.22,122.66,126.17,121.06,6170000
2019-02-14,120.97,122.21,124.46,120.44,5810000
2019-02-15,121.73,120.97,124.00,120.87,5690000
2019-02-16,122.87,121.72,124.50,121.71,5330000
2019-02-17,133.79,122.88,135.27,122.78,8670000
2019-02-18,145.80,133.79,147.64,125.07,11930000
2019-02-19,144.01,145.79,149.84,143.80,9900000
2019-02-20,149.11,144.02,149.46,140.88,8610000
2019-02-21,145.78,149.01,149.55,143.50,7210000
2019-02-22,147.97,145.79,148.83,144.27,6790000
2019-02-23,158.30,147.97,159.31,146.28,8310000
2019-02-24,132.93,158.31,165.79,132.87,14300000
2019-02-25,138.27,132.94,141.57,132.85,10550000
2019-02-26,136.67,138.26,138.66,134.48,11750000
2019-02-27,135.20,136.66,159.60,128.15,16110000
2019-02-28,135.47,135.20,138.56,133.09,16080000
2019-03-01,135.72,135.47,138.06,128.46,9730000
2019-03-02,132.76,135.72,136.36,130.74,11290000
2019-03-03,131.01,132.77,168.42,129.05,10640000
2019-03-04,125.97,131.02,131.57,123.25,14110000
2019-03-05,136.82,125.97,141.11,125.44,16740000
2019-03-06,137.62,136.82,149.49,133.94,14700000
2019-03-07,136.93,137.62,139.98,135.72,13290000
2019-03-08,133.85,136.93,139.45,131.66,12380000
2019-03-09,137.52,133.84,138.57,133.38,10790000
2019-03-10,135.72,137.52,137.75,134.53,9210000
2019-03-11,132.99,135.72,136.23,131.66,11170000
2019-03-12,133.80,132.99,134.93,129.14,13030000
2019-03-13,131.97,133.81,133.84,131.20,9590000
2019-03-14,132.45,131.97,134.82,130.48,9790000
2019-03-15,136.75,132.44,137.68,132.44,12550000
2019-03-16,141.15,136.77,143.95,136.75,16890000
2019-03-17,138.91,141.15,141.17,137.61,9790000
2019-03-18,137.92,138.91,141.87,136.86,12870000
2019-03-19,138.72,137.92,139.50,137.10,10840000
2019-03-20,139.31,138.72,139.75,136.56,10460000
2019-03-21,135.11,139.32,139.74,133.05,12950000
2019-03-22,136.42,135.11,137.44,134.65,10180000
2019-03-23,137.53,136.42,138.30,135.76,9160000
2019-03-24,136.44,137.53,137.53,135.50,9660000
2019-03-25,134.25,136.44,137.05,132.36,11490000
2019-03-26,134.37,134.25,134.99,132.61,9470000
2019-03-27,139.65,134.37,140.08,133.89,15470000
2019-03-28,138.15,139.63,140.33,137.68,9520000
2019-03-29,143.38,138.17,143.53,138.13,12090000
2019-03-30,142.65,143.38,145.85,140.43,12810000
2019-03-31,141.79,142.65,142.69,140.71,9330000
2019-04-01,141.50,141.77,143.28,140.26,11850000
2019-04-02,163.47,141.50,165.42,141.29,36030000
2019-04-03,160.34,163.47,177.29,152.24,47660000
2019-04-04,157.43,160.34,164.33,153.26,13550000
2019-04-05,164.93,157.43,167.34,156.42,10060000
2019-04-06,165.55,164.93,172.53,160.22,10370000
2019-04-07,174.33,165.58,175.37,164.17,9880000
2019-04-08,179.16,174.32,185.54,171.87,14830000
2019-04-09,175.09,179.16,179.24,172.15,10820000
2019-04-10,177.37,175.09,183.49,171.61,12100000
2019-04-11,164.36,177.39,177.63,159.60,11110000
2019-04-12,163.47,164.37,166.08,158.93,7120000
2019-04-13,163.19,163.46,165.27,161.34,5520000
2019-04-14,167.29,163.19,168.18,161.52,5890000
2019-04-15,160.17,167.30,168.63,153.65,7710000
2019-04-16,165.65,160.16,166.64,159.52,7660000
2019-04-17,165.90,165.61,167.21,164.26,7560000
2019-04-18,173.33,165.91,175.02,165.38,10160000
2019-04-19,172.79,173.34,173.41,169.15,9260000
2019-04-20,172.73,172.79,176.71,170.17,8190000
2019-04-21,168.52,172.89,173.42,164.81,8780000
2019-04-22,170.87,168.50,172.32,167.07,8620000
2019-04-23,169.95,170.87,175.92,169.01,10170000
2019-04-24,165.22,169.94,170.53,154.87,11610000
2019-04-25,155.18,165.23,165.81,151.73,10780000
2019-04-26,157.97,155.16,161.82,152.32,11520000
2019-04-27,159.41,157.96,161.95,156.74,8510000
2019-04-28,158.27,159.43,160.28,157.54,8280000
2019-04-29,154.93,158.30,159.16,152.60,10690000
2019-04-30,161.80,154.94,162.56,154.94,9570000
2019-05-01,160.38,161.84,163.70,158.85,7740000
2019-05-02,161.66,160.35,162.88,159.22,8130000
2019-05-03,167.86,161.66,169.80,160.86,10230000
2019-05-04,163.68,167.87,171.04,160.36,10230000
2019-05-05,163.03,163.67,165.25,159.56,8540000
2019-05-06,173.00,163.03,176.98,159.66,12970000
2019-05-07,169.34,172.99,181.39,169.06,15230000
2019-05-08,170.77,169.34,172.68,165.70,9750000
2019-05-09,170.84,170.76,173.28,167.03,10030000
2019-05-10,172.77,170.85,175.78,168.86,12730000
2019-05-11,192.27,172.78,204.72,172.75,20900000
2019-05-12,188.07,192.17,202.93,182.81,18520000
2019-05-13,196.02,188.09,206.10,185.69,14800000
2019-05-14,217.42,196.00,220.02,195.22,16800000
2019-05-15,248.15,217.34,249.78,217.32,18660000
2019-05-16,264.69,248.14,278.52,244.27,25140000
2019-05-17,244.45,264.68,267.80,224.62,22540000
2019-05-18,233.89,244.38,247.84,232.13,13930000
2019-05-19,259.63,233.87,263.05,232.85,14380000
2019-05-20,250.72,259.68,259.68,238.64,12380000
2019-05-21,253.76,250.72,261.59,246.85,10240000
2019-05-22,244.34,253.70,259.70,241.68,10830000
2019-05-23,244.68,244.35,247.30,231.89,13070000
2019-05-24,249.17,244.68,254.22,241.74,10070000
2019-05-25,250.68,249.20,256.90,247.90,8580000
2019-05-26,264.68,250.69,268.75,245.92,10060000
2019-05-27,270.98,264.66,279.07,262.96,11580000
2019-05-28,271.18,270.97,275.39,265.50,9350000
2019-05-29,268.61,271.16,273.72,260.85,22330000
2019-05-30,254.52,268.62,287.99,241.51,15520000
2019-05-31,267.99,254.57,268.70,246.61,11630000
2019-06-01,264.31,267.94,274.94,261.14,9060000
2019-06-02,269.01,264.26,272.64,263.59,7310000
2019-06-03,250.37,269.03,269.77,248.77,9230000
2019-06-04,241.26,250.26,251.47,235.35,11390000
2019-06-05,245.83,241.27,248.24,237.94,8640000
2019-06-06,248.54,245.81,250.00,236.40,7720000
2019-06-07,248.98,248.63,253.12,244.33,7410000
2019-06-08,243.42,248.98,250.51,241.09,6230000
2019-06-09,231.27,243.43,244.36,227.00,7800000
2019-06-10,246.86,231.21,246.99,227.38,8390000
2019-06-11,244.41,246.85,247.77,237.60,6920000
2019-06-12,261.54,244.38,261.67,242.57,7890000
2019-06-13,254.86,261.38,262.47,254.02,7300000
2019-06-14,262.53,254.89,268.81,252.01,6870000
2019-06-15,267.75,262.53,271.61,260.92,6520000
2019-06-16,267.98,267.74,282.75,263.96,8660000
2019-06-17,273.00,268.00,274.14,266.96,7410000
2019-06-18,264.59,273.02,273.26,261.76,7390000
2019-06-19,268.26,264.59,269.79,263.61,6230000
2019-06-20,271.43,268.26,273.18,264.83,7040000
2019-06-21,294.72,271.45,295.72,271.45,11060000
2019-06-22,310.38,294.69,314.00,292.09,10690000
2019-06-23,308.53,310.39,320.79,306.12,8490000
2019-06-24,311.46,308.51,313.67,297.90,7100000
2019-06-25,317.65,311.47,318.49,307.75,8510000
2019-06-26,338.54,317.65,364.89,315.99,15730000
2019-06-27,297.55,338.54,345.83,279.82,16130000
2019-06-28,310.56,297.73,312.70,295.30,9930000
2019-06-29,318.48,310.52,324.13,295.44,9030000
2019-06-30,292.21,318.26,323.21,290.78,9820000
2019-07-01,294.83,292.23,303.00,280.35,9570000
2019-07-02,291.41,294.87,297.00,273.07,10300000
2019-07-03,300.58,291.48,301.64,289.39,7900000
2019-07-04,283.43,300.51,301.56,281.18,7260000
2019-07-05,287.15,283.36,293.61,281.92,7800000
2019-07-06,288.08,287.16,296.06,285.61,7560000
2019-07-07,304.88,288.11,309.42,285.28,8430000
2019-07-08,312.23,304.87,313.15,301.60,8500000
2019-07-09,307.41,312.23,317.94,303.38,9130000
2019-07-10,289.10,307.44,313.81,281.53,12440000
2019-07-11,268.72,289.13,289.14,263.08,11360000
2019-07-12,274.68,268.72,278.33,266.81,7950000
2019-07-13,269.16,274.68,275.04,262.85,7840000
2019-07-14,226.62,269.12,269.62,223.95,11860000
2019-07-15,228.49,226.56,235.43,204.39,14590000
2019-07-16,198.87,228.49,234.41,193.48,14520000
2019-07-17,210.95,198.88,219.13,192.91,13510000
2019-07-18,225.23,210.95,228.42,206.47,12650000
2019-07-19,220.09,225.23,225.68,213.57,9380000
2019-07-20,227.86,220.11,233.70,219.80,9120000
2019-07-21,225.01,227.83,228.76,217.72,8500000
2019-07-22,217.27,225.03,227.47,212.46,8600000
2019-07-23,211.87,217.27,218.03,208.31,8700000
2019-07-24,215.44,211.86,217.02,202.30,9720000
2019-07-25,217.65,215.45,224.05,214.79,8420000
2019-07-26,217.83,217.65,218.65,212.07,6960000
2019-07-27,206.62,217.80,222.70,203.50,8550000
2019-07-28,210.37,206.64,212.01,199.68,7540000
2019-07-29,209.82,210.39,214.45,207.37,7200000
2019-07-30,208.49,209.81,212.88,204.54,7150000
2019-07-31,217.23,208.49,218.19,208.17,7510000
2019-08-01,216.37,217.23,217.55,211.23,7090000
2019-08-02,216.54,216.37,220.84,213.93,7560000
2019-08-03,220.89,216.52,223.00,215.52,6990000
2019-08-04,220.72,220.89,222.21,216.31,6510000
2019-08-05,232.45,220.76,235.00,220.75,9790000
2019-08-06,225.63,232.45,237.47,222.46,9350000
2019-08-07,224.66,225.62,229.22,220.62,7900000
2019-08-08,220.16,224.68,226.11,215.57,7540000
2019-08-09,209.49,220.12,220.49,206.40,9660000
2019-08-10,205.93,209.46,213.53,202.35,8700000
2019-08-11,215.83,205.92,216.23,205.64,7630000
2019-08-12,210.45,215.84,215.97,209.49,7940000
2019-08-13,207.68,210.48,211.01,106.01,18290000
2019-08-14,186.56,207.68,209.43,183.74,12460000
2019-08-15,187.80,186.59,189.30,176.08,14030000
2019-08-16,184.55,187.67,188.03,179.35,11330000
2019-08-17,184.81,184.55,186.12,181.58,8780000
2019-08-18,193.68,184.83,197.17,182.96,9110000
2019-08-19,201.64,193.67,202.81,192.33,8140000
2019-08-20,196.14,201.65,201.96,194.55,10010000
2019-08-21,187.24,196.15,196.78,181.29,12980000
2019-08-22,190.29,187.27,194.42,182.97,9970000
2019-08-23,193.43,190.29,195.32,175.80,8560000
2019-08-24,190.15,193.42,193.47,186.13,8380000
2019-08-25,186.30,190.16,191.49,182.81,7580000
2019-08-26,188.34,186.32,193.09,186.02,9020000
2019-08-27,186.58,188.36,188.61,184.26,7190000
2019-08-28,172.85,186.60,187.13,167.57,9720000
2019-08-29,168.66,172.85,173.05,164.04,9550000
2019-08-30,168.16,168.68,170.27,165.38,7490000
2019-08-31,171.62,168.14,174.43,166.16,7890000
2019-09-01,169.72,171.62,173.22,167.08,7800000
2019-09-02,178.11,169.72,180.56,169.45,9270000
2019-09-03,178.81,178.10,182.59,175.37,9030000
2019-09-04,174.79,178.82,180.06,173.85,7550000
2019-09-05,173.83,174.80,175.56,170.54,7400000
2019-09-06,169.15,173.82,177.79,166.16,9980000
2019-09-07,177.74,169.14,180.63,168.42,9050000
2019-09-08,181.44,177.76,183.42,177.36,8340000
2019-09-09,180.65,181.45,184.76,176.25,9640000
2019-09-10,180.05,180.64,184.16,177.44,8270000
2019-09-11,178.47,180.05,182.27,174.86,10660000
2019-09-12,180.87,178.48,182.37,176.85,7190000
2019-09-13,181.11,180.87,181.53,177.79,7680000
2019-09-14,188.16,181.06,188.54,180.09,8630000
2019-09-15,189.10,188.17,190.23,185.92,7300000
2019-09-16,197.32,189.10,198.82,188.68,10010000
2019-09-17,207.77,197.33,214.45,195.95,11690000
2019-09-18,210.43,207.80,216.89,207.69,9780000
2019-09-19,220.21,210.44,223.35,202.95,12420000
2019-09-20,218.00,220.22,221.27,213.12,9100000
2019-09-21,215.22,218.01,221.17,213.71,8690000
2019-09-22,211.13,215.23,215.64,206.71,9720000
2019-09-23,201.18,211.16,211.76,199.82,9650000
2019-09-24,166.29,201.22,202.97,164.78,19020000
2019-09-25,168.92,166.29,174.26,162.12,13880000
2019-09-26,164.56,168.93,169.81,153.17,11970000
2019-09-27,173.19,164.58,175.65,161.32,10940000
2019-09-28,173.62,173.19,175.15,168.56,10220000
2019-09-29,169.29,173.62,174.43,164.97,9900000
2019-09-30,180.35,169.28,180.52,165.59,11930000
2019-10-01,175.78,180.36,184.95,174.03,11880000
2019-10-02,180.27,175.78,180.84,173.97,8470000
2019-10-03,174.54,180.26,180.57,170.65,8890000
2019-10-04,175.65,174.58,178.43,171.33,8440000
2019-10-05,176.43,175.65,176.63,172.39,7300000
2019-10-06,170.55,176.44,176.87,168.74,7970000
2019-10-07,179.87,170.52,182.03,169.13,10950000
2019-10-08,180.78,179.81,184.57,177.74,10260000
2019-10-09,192.64,180.74,195.08,179.39,12430000
2019-10-10,191.10,192.65,194.08,187.33,10420000
2019-10-11,180.60,191.11,195.87,179.76,13310000
2019-10-12,179.87,180.60,184.49,178.78,9850000
2019-10-13,181.11,179.86,184.42,178.89,8220000
2019-10-14,186.63,181.07,186.99,180.65,9910000
2019-10-15,180.59,186.64,187.67,178.26,11450000
2019-10-16,174.53,180.57,181.08,172.49,12280000
2019-10-17,177.31,174.52,178.33,172.12,9450000
2019-10-18,172.81,177.31,177.47,169.28,11270000
2019-10-19,171.91,172.79,174.81,170.38,9890000
2019-10-20,175.14,171.93,176.17,169.56,10100000
2019-10-21,174.18,175.14,177.67,171.91,9240000
2019-10-22,171.42,174.17,175.08,170.82,9860000
2019-10-23,162.28,171.44,171.61,154.42,16000000
2019-10-24,160.73,162.26,163.68,159.40,11360000
2019-10-25,181.49,160.73,186.24,160.41,16190000
2019-10-26,179.62,181.50,192.54,174.35,19630000
2019-10-27,184.05,179.61,188.33,176.47,14540000
2019-10-28,181.67,184.06,188.91,180.70,12750000
2019-10-29,190.45,181.67,192.28,181.67,14030000
2019-10-30,183.25,190.44,191.58,180.58,13670000
2019-10-31,182.37,183.25,185.21,178.24,12940000
2019-11-01,183.12,182.38,184.28,178.69,10780000
2019-11-02,183.01,183.12,185.18,181.94,8710000
2019-11-03,181.70,183.01,184.51,179.46,10410000
2019-11-04,185.85,181.72,188.27,180.69,11890000
2019-11-05,188.67,185.86,191.45,183.12,11780000
2019-11-06,191.28,188.66,194.11,188.13,11720000
2019-11-07,186.94,191.28,192.27,185.48,11490000
2019-11-08,184.03,186.95,188.35,181.83,11710000
2019-11-09,184.96,184.02,185.73,182.86,8310000
2019-11-10,188.99,184.96,191.28,183.55,10950000
2019-11-11,185.09,188.98,190.17,184.32,10260000
2019-11-12,186.99,185.09,187.44,183.24,9350000
